,PicoE_CA,NanoE_CA,Cry_CA,Archaeplastida,Picobiliphyta,Filosa-Chlorarachnea,Bacillariophyta,Bolidophyceae,Pelagophyceae,Phaeophyceae,Raphidophyceae,MOCH-2,Apicomplexa,Ichthyosporea,Ascomycota,Basidiomycota,Chytridiomycota,Cryptomycota,Oomycota,Pirsonia,Dino-Group-I,Dino-Group-II,Dino-Group-III,Dino-Group-V,Amoebozoa,Apusozoa,Ciliophora,Centroheliozoa,Telonemia,Choanoflagellida,Acantharea,Filosa-Thecofilosea,Bicoecea,MAST,MOCH-3,MOCH-4,Cryptophyta,Haptophyta,Dinophyceae,Chrysophyceae-Synurophyceae,Dictyochophyceae,Euglyphida,Phototrophs,Parasites,Phagotrophs,Mixotrophs,Syndiniales+Dinophyceae,Heterotroph,Bacillariophyta+Dinophyceae,Photo/Parasite,Photo/Phago,Photo/Mixo,Photo/Hetero,Parasite/Phago,Parasite/Mixo,Parasite/Hetero,Phago/Mixo,Phago/Hetero,Mixo/Hetero,Bacillariophyta/Dinophyceae,Ascomycota/Fungi,Syndiniales/Dinophyceae,Chao1_18S,Shannon_18S,Simpson_18S,OTUrichness_18S
denovo2182D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Hyphomicrobiaceae; D_5__Filomicrobium; D_6__uncultured Hyphomicrobiaceae bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0.00892276,0.007290073,0.00060928,0,0.003274107,0,0,0,0,0,0,0,0,0,0.005162926,0,0,0,0,0,0,0,0,0,0,0.008637296,0,0,0,0.000255164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003789556,0,0,0,0,0
denovo2597D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002130693,0.003084941,0,0.007497882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo2599D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Alteromonadaceae; D_5__Haliea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000455839,0,0,0,0,0,0,0,0,0,0,0.007143722,0,0,0,0.008580583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001589326,0,0,0,0,0
denovo2695D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__uncultured; D_5__uncultured gamma proteobacterium; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006459939,0,0,0,0.008043504,0.002243521,0,0,0,0,0,0,0,0,5.81E-05,0.006375411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo2821D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Cryomorphaceae; D_5__Salinirepens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007376863,0,0,0,0,0,0,0,0,0,0,0,0.002975677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo2878D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Cryomorphaceae; D_5__Crocinitomix; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004125989,0.005913003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009051499,0,0,0,0,0,0,0,0,0
denovo2899D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__SAR324 clade(Marine group B); D_4__uncultured bacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0.001311714,0.000203847,0,0,0.000121051,0.005962228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009244524,2.05E-05,0,0.000620655,0.00492107,0.007560722,0.000251381,0,0.002111042,0,0,0,0,0,0,0.00064017,0,0,0,0,0,0,0,0.006301437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008368117,0,0.005564506
denovo3081D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Hyphomicrobiaceae; D_5__Filomicrobium,0,0,0,0,0.006922691,0,0,0,0,0,0,0,0,0,0.004495101,0,0,0,0,0,0,0,0,0,0,0.003212999,0,0,0,0.002764549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001388795,0,0,0,0,0
denovo3233D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Sediminibacter; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009676596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3319D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__HOC36; D_4__uncultured bacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002849969,0,0,0,0,0,0,0,0,0,0,0.008068857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160751,0,0,0,0,0
denovo3337D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Order Incertae Sedis; D_4__Family Incertae Sedis; D_5__Marinicella; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0.008489086,0.000603486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000920477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3377D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Chromatiales; D_4__Ectothiorhodospiraceae; D_5__Acidiferrobacter; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0.003487965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003153678,0.006136511,0,0,0.00654079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3425D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Legionellales; D_4__Coxiellaceae; D_5__Aquicella; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002485333,0,0,0,0,0
denovo3475D_0__Bacteria; D_1__Actinobacteria; D_2__Thermoleophilia; D_3__Gaiellales; D_4__uncultured,0.00181361,0.000119603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000427562,0,0,0,0,0,0,0,0,0,0,0,0.006301437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3484D_0__Bacteria; D_1__Bacteroidetes; D_2__Cytophagia; D_3__Cytophagales; D_4__Cyclobacteriaceae; D_5__Algoriphagus,0,0,0,0,0,0,0,0.005191387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000794358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3733D_0__Bacteria; D_1__Actinobacteria; D_2__Acidimicrobiia; D_3__Acidimicrobiales; D_4__Sva0996 marine group; D_5__uncultured bacterium; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0.005578968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004230442,0.00393929,0.009075943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3822D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Planctomycetaceae; D_5__Rhodopirellula; D_6__uncultured planctomycete; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0.009855513,0,0,0.000876393,0,0,0,0,0,0,0,0,0,0.005875533,0,0,0.003701679,0,0,0,0,0,0,0,0.000359047,0,0,0,0.000777908,0.007533045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002644027,0,0,0,0,0
denovo3845D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Thiotrichales; D_4__Piscirickettsiaceae; D_5__uncultured; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002298117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3883D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodospirillales; D_4__Rhodospirillaceae; D_5__Pelagibius; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007363991,0,0,0,0,0,0,0,0,0,0,0.002355759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo3904D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006642215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4054D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Planctomycetales; D_4__Planctomycetaceae; D_5__Planctomyces; D_6__uncultured planctomycete; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001334485,0.004129875,0,0,0,0,0,0,0.003372244,0.000455839,0.007782616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4160D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Rhodobiaceae; D_5__Anderseniella; D_6__uncultured alpha proteobacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4191D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Cryomorphaceae; D_5__Fluviicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00892276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4347D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__OCS116 clade,0,0.007560722,0,0,0,0,0,0,0,0,0,0,0,0,0.001223921,0,0,0,0,0,0,0,0,0.003020965,0,0.000937451,0,0,0,0.004595249,0.009903313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002154859,0,0,0,0,0
denovo4466D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__JTB255 marine benthic group,0,0,0.004719361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4533D_0__Bacteria; D_1__Gemmatimonadetes; D_2__Gemmatimonadetes; D_3__BD2-11 terrestrial group; D_4__uncultured bacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008159963,0.001843069,0,0,0,0,0,0,0,0,0.006040749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4544D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__KI89A clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006744772,0,0,0,0,0,0,0,0,0,0.006136511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4572D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__SAR11 clade; D_4__uncultured bacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0.001252749,0.00116843,0.009573872,0,3.57E-07,0,0,0.002820103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004488869,0.000345946,0,0.001748816,0,0.000266653,0.007902261,0,0,0,0,0,0.004058308,0.008278787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008489086,0,0,0,0,0.002598265
denovo4607D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Thiotrichales; D_4__Piscirickettsiaceae; D_5__Methylophaga; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0.004886612,0,0,0,0,0,0,0,0.002651408,0,0,0,0,0.00183428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003372244,0,0,0,0,0
denovo4716D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Order Incertae Sedis; D_4__Family Incertae Sedis; D_5__Marinicella; D_6__uncultured organism; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007341758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4806D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Alteromonadaceae; D_5__Haliea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787094,0,0,0,0,0,0,0,0,0,0,0.006038348,0,0,0,0.003831726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005305836,0,0,0,0,0
denovo4807D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Ulvibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002223076,0.0091143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo4823D_0__Bacteria; D_1__Verrucomicrobia; D_2__Verrucomicrobiae; D_3__Verrucomicrobiales; D_4__DEV007; D_5__uncultured bacterium; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006744772,0,0,0,0,0
denovo4855D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__GR-WP33-30; D_4__uncultured delta proteobacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0.004277378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002429979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003119515,0,0,0,0,0
denovo4883D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Polaribacter; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005601441,0.000728485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo5175D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__Oceanospirillaceae; D_5__Pseudospirillum; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0.00892276,0,0,0.00226988,0,0,0,0,0,0,0,0,0,0.000649924,0,0,0.00498159,0,0,0,0,0,0,0,4.98E-05,0,0,0,0.0006087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65E-05,0,0,0,0,0
denovo5293D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodospirillales,0,0,0.002714171,0,0,0,0,0,0,0,0,0,0,0,0.000390098,0,0,0,0,0,0,0,0,0,0,0.000522632,0,0,0,0.003840988,0,0,0,0,0,0.008865514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017922,0,0,0,0,0
denovo5306D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__KI89A clade; D_4__uncultured bacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0.007673261,0,0,0.003771667,0.007290073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007497882,0.000131594,0.00347281,0,0,0,0,0,0,0,0,0,0.00160751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000675271,0,0,0,0,0
denovo5329D_0__Bacteria; D_1__Proteobacteria; D_2__Betaproteobacteria; D_3__Methylophilales; D_4__Methylophilaceae; D_5__OM43 clade,0,0,0,0,0.000341233,0,0,0.00172794,0.009374318,0,0,0,0,0,0,0,0,0,0,0.005364147,0,0,0,0,0.002718907,0.002918955,0,0,0,5.56E-05,0.008568789,0,0,0,0,0,0.001025808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-05,0,0,0,0,0
denovo5660D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhodobacterales; D_4__Rhodobacteraceae; D_5__uncultured; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0.001589326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003575853,0.001581375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo5672D_0__Bacteria; D_1__Cyanobacteria; D_2__Cyanobacteria; D_3__SubsectionI; D_4__FamilyI; D_5__Synechococcus; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009335066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo5684D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Oceanospirillales; D_4__OM182 clade; D_5__uncultured gamma proteobacterium; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0.001529124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001304088,0,0,0,0,0,0,0.006222734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271426,0,0,0,0,0
denovo5711D_0__Bacteria; D_1__Bacteroidetes; D_2__Flavobacteriia; D_3__Flavobacteriales; D_4__Cryomorphaceae; D_5__Salinirepens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006400171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000632718,0.003596973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo5852D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Alteromonadales; D_4__Alteromonadaceae; D_5__OM60(NOR5) clade; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0.001689195,0,0,0,0,0,0,0,0,0,0.001380943,0,0,0.004559224,0,0,0,0,0,0,0,2.57E-05,0,0,0,0.004157585,0,0,0,0,0,0,0.002394105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355972,0,0,0,0,0
denovo5855D_0__Bacteria; D_1__Cyanobacteria; D_2__Cyanobacteria; D_3__SubsectionI; D_4__FamilyI; D_5__uncultured; D_6__uncultured cyanobacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00393929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo5856D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__Desulfobulbus; D_6__uncultured Desulfobulbaceae bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001781485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo5875D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Micrococcales; D_4__Intrasporangiaceae; D_5__Lapillicoccus,0,0.00181361,0,0,0.001998714,0,0,0,0,0,0,0,0,0,0,0,0,0.009033902,0,0,0,0,0,0,0.00474858,0,0,0,0,0.000480213,0,0,0,0,0,0,0,0,0.00747966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006400171,0,0.002223076
denovo6074D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Chromatiales; D_4__Ectothiorhodospiraceae; D_5__Acidiferrobacter; D_6__uncultured bacterium; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001554651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo6085D_0__Bacteria; D_1__Verrucomicrobia; D_2__Opitutae; D_3__MB11C04 marine group; D_4__uncultured bacterium; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0.004363483,0,0,0,0.000831848,0,0,0,0,0,0.0098872,0,0,0,0,0,0,0,0,0,0,1.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126971,0,0,0,0,0
denovo6114D_0__Bacteria; D_1__Acidobacteria; D_2__Subgroup 22; D_3__uncultured bacterium; D_4__; D_5__; D_6__; D_7__; D_8__; D_9__; D_10__; D_11__; D_12__; D_13__; D_14__; D_15__; D_16__,0,0,0,0,0,0,0,0.004754833,0,0,0,0,0,0,0.003511575,0,0,0,0,0,0,0,0,0,0,0,0.0071816,0.005079538,0,0,0,0,0,0,0,0,0.009116004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
